EAN;Sales;Size;SoldPrice;BoughtPrice;ItemGroupName
36178624;0;28W/30L;108;96,12;Pants
85939103;8;30-36;10;8,1;Socks
46069959;0;36DD;32;27,2;Bra
62629207;6;S;67;54,27;Top
54470290;5;X242S;52;38,48;Top
86532013;8;One Size;11;8,47;Socks
92355026;9;25-30;14;9,94;Socks
52963278;6;36W/34L;74;55,5;Pants
70753885;1;36DD;61;50,02;Bra
30398793;5;36DD;34;25,16;Bra
38421456;1;3XL;20;15,8;Top
83627565;6;32C;30;25,2;Bra
86532013;7;One Size;11;8,47;Socks
84031015;8;36DD;64;47,36;Bra
42276662;4;32C;53;46,11;Bra
21785277;2;32A;36;25,56;Bra
94449894;8;30W/32L;100;79;Pants
29423508;5;25-30;11;9,35;Socks
85880266;8;One Size;12;8,88;Socks
52399792;9;36D;56;49,28;Bra
48514713;2;36DD;58;41,18;Bra
93719171;3;36W/34L;69;51,75;Pants
27708443;1;One Size;13;10,14;Socks
79408685;7;28W/30L;59;41,3;Pants
27708443;8;One Size;13;10,14;Socks
82798623;5;34W/34L;99;84,15;Pants
15994553;1;30-36;14;12,46;Socks
76406634;9;36D;68;50,32;Bra
50117798;8;One Size;12;9;Socks
84604333;1;2XL;68;57,12;Top
91831460;1;2XS;58;40,6;Top
38421456;2;3XL;20;15,8;Top
49328405;2;32BB;41;28,7;Bra
24909717;1;XXS;69;55,89;Top
36226013;4;3XS;71;57,51;Top
22373913;7;S;70;59,5;Top
67291215;7;32W/32L;101;89,89;Pants
74481829;5;36D;35;28,35;Bra
34211310;7;X242S;33;23,43;Top
11445225;9;36DD;59;50,15;Bra
83226571;2;30-36;9;7,38;Socks
41513826;7;32B;32;26,88;Bra
88566138;9;One Size;11;7,92;Socks
42473824;2;One Size;13;11,44;Socks
90804564;6;2XL;50;39;Top
53699722;7;X242S;59;45,43;Top
74481829;4;36D;35;28,35;Bra
49328405;3;32BB;41;28,7;Bra
41361032;1;One Size;6;4,38;Socks
62086631;2;32BB;54;42,66;Bra
75560589;3;30W/32L;51;41,82;Pants
34211310;8;X242S;33;23,43;Top
84143988;9;25-30;9;7,56;Socks
62606390;6;30-36;11;8,91;Socks
48437973;3;36DD;58;44,66;Bra
92176171;9;M;67;59,63;Top
13531298;7;32A;62;55,18;Bra
45439551;9;25-30;5;4,15;Socks
50688180;9;32W/32L;98;86,24;Pants
90155048;0;32W/32L;103;83,43;Pants
27708443;6;One Size;13;10,14;Socks
62180424;6;2XS;31;21,7;Top
25239101;0;32W/32L;65;45,5;Pants
52840514;3;32BB;48;40,8;Bra
59221648;1;32B;52;40,56;Bra
79500861;5;32A;57;39,9;Bra
94449894;5;30W/32L;100;79;Pants
33235068;7;36W/34L;115;97,75;Pants
28221547;8;34W/34L;68;48,96;Pants
81236120;9;One Size;13;9,75;Socks
75560589;2;30W/32L;51;41,82;Pants
24909717;7;XXS;69;55,89;Top
74313088;9;XL;30;21;Top
77847173;9;3XL;26;21,32;Top
53699722;6;X242S;59;45,43;Top
54707915;2;X242S;37;28,86;Top
39964973;5;XXS;24;17,76;Top
83226571;8;30-36;9;7,38;Socks
52548839;7;36C;37;27,75;Bra
77847173;5;3XL;26;21,32;Top
99548287;8;30W/32L;60;43,2;Pants
80546982;0;XL;75;61,5;Top
40078403;2;XXS;78;59,28;Top
17009864;2;30W/32L;54;42,66;Pants
21999501;9;36DD;60;42;Bra
45145098;6;36C;67;55,61;Bra
17760173;2;3XL;45;39,15;Top
84143988;5;25-30;9;7,56;Socks
94555435;7;36D;53;45,58;Bra
95968591;9;2XS;68;52,36;Top
40527196;1;3XS;25;22;Top
16945429;7;3XL;30;22,2;Top
82798623;2;34W/34L;99;84,15;Pants
65751997;6;X242S;25;20;Top
29689273;6;25-30;14;12,04;Socks
78390862;8;One Size;5;3,9;Socks
11445225;7;36DD;59;50,15;Bra
53533721;8;36D;66;46,2;Bra
30325861;7;L;22;17,38;Top
39058448;4;32BB;59;50,74;Bra
96826174;2;34W/34L;75;64,5;Pants
77175050;1;36D;30;22,2;Bra
11166778;9;M;40;30,8;Top
15994553;6;30-36;14;12,46;Socks
54470290;6;X242S;52;38,48;Top
62629207;2;S;67;54,27;Top
86657963;3;One Size;7;6,02;Socks
90804564;9;2XL;50;39;Top
67163030;4;36D;41;32,8;Bra
65078750;8;30W/32L;53;43,46;Pants
17760173;6;3XL;45;39,15;Top
83832739;4;25-30;14;10,64;Socks
14762865;9;3XL;63;54,81;Top
21785277;8;32A;36;25,56;Bra
30325861;2;L;22;17,38;Top
17202106;9;30-36;9;6,48;Socks
62681678;3;2XS;79;68,73;Top
42614786;0;3XS;46;39,56;Top
23070304;3;30-36;9;6,39;Socks
93719171;3;36W/34L;69;51,75;Pants
41710348;5;30-36;10;8,3;Socks
59696674;8;30W/32L;107;92,02;Pants
11043900;6;36W/34L;58;44,66;Pants
86791396;1;X242S;69;54,51;Top
50969948;9;32W/32L;117;94,77;Pants
53683452;5;3XL;59;46,61;Top
58075606;7;32C;39;28,08;Bra
92017888;9;One Size;10;7,6;Socks
22373913;4;S;70;59,5;Top
80329518;9;34W/34L;98;79,38;Pants
48514713;7;36DD;58;41,18;Bra
98588822;8;30W/32L;75;66,75;Pants
46460699;3;34W/34L;49;42,14;Pants
17009864;6;30W/32L;54;42,66;Pants
63564268;2;32A;64;45,44;Bra
90782199;4;32W/32L;57;44,46;Pants
54484900;8;One Size;7;6,23;Socks
50969948;3;32W/32L;117;94,77;Pants
60866191;5;32BB;36;29,52;Bra
70753885;8;36DD;61;50,02;Bra
40535324;7;25-30;8;6,4;Socks
67291215;6;32W/32L;101;89,89;Pants
17760173;1;3XL;45;39,15;Top
94449894;9;30W/32L;100;79;Pants
65021000;0;30-36;10;8,6;Socks
26415011;8;32C;37;27,75;Bra
53533721;8;36D;66;46,2;Bra
30848175;1;30-36;10;7,4;Socks
88656694;0;S;30;24,3;Top
31192834;4;3XL;38;32,68;Top
11043900;4;36W/34L;58;44,66;Pants
11051532;1;X242S;56;39,2;Top
83226571;7;30-36;9;7,38;Socks
37358727;5;One Size;14;12,04;Socks
11676792;8;30-36;9;6,48;Socks
49738211;8;S;24;17,76;Top
22379658;9;One Size;14;11,9;Socks
17372102;8;30W/32L;66;57,42;Pants
37358727;3;One Size;14;12,04;Socks
54933773;0;28W/30L;73;55,48;Pants
60866191;4;32BB;36;29,52;Bra
90804564;1;2XL;50;39;Top
30359050;2;25-30;14;11,2;Socks
76610344;7;28W/30L;44;36,52;Pants
42214269;3;30-36;7;5,11;Socks
33981122;7;One Size;14;9,94;Socks
30359050;2;25-30;14;11,2;Socks
53683452;6;3XL;59;46,61;Top
71365318;2;One Size;13;10,92;Socks
49328405;9;32BB;41;28,7;Bra
14690239;2;36DD;55;45,1;Bra
88745694;9;36DD;56;48,72;Bra
70753885;4;36DD;61;50,02;Bra
73695022;8;25-30;8;6;Socks
80132719;0;30-36;11;7,7;Socks
78390862;2;One Size;5;3,9;Socks
44201276;0;36D;38;31,92;Bra
14232187;9;XXS;59;51,92;Top
33483439;4;28W/30L;71;53,96;Pants
48414787;9;32B;66;53,46;Bra
53533721;6;36D;66;46,2;Bra
94555435;1;36D;53;45,58;Bra
27708443;5;One Size;13;10,14;Socks
36690229;0;XXS;53;37,63;Top
28221547;7;34W/34L;68;48,96;Pants
90782199;8;32W/32L;57;44,46;Pants
79949517;9;32B;32;24,64;Bra
22379658;9;One Size;14;11,9;Socks
11445225;9;36DD;59;50,15;Bra
76268236;6;One Size;5;3,8;Socks
36178624;8;28W/30L;108;96,12;Pants
92355026;0;25-30;14;9,94;Socks
85880266;0;One Size;12;8,88;Socks
17372102;0;30W/32L;66;57,42;Pants
66141061;2;2XL;43;30,1;Top
64106892;4;2XS;69;53,82;Top
79500861;3;32A;57;39,9;Bra
20152947;7;3XL;22;16,5;Top
44499116;7;32W/32L;52;37,44;Pants
44201276;4;36D;38;31,92;Bra
13318013;0;36W/34L;77;57,75;Pants
73398529;8;2XS;34;24,48;Top
11445225;8;36DD;59;50,15;Bra
92355026;7;25-30;14;9,94;Socks
25239101;9;32W/32L;65;45,5;Pants
13318013;6;36W/34L;77;57,75;Pants
48437973;4;36DD;58;44,66;Bra
30848175;7;30-36;10;7,4;Socks
52399792;2;36D;56;49,28;Bra
54470290;9;X242S;52;38,48;Top
14764123;3;3XL;50;42,5;Top
78390862;4;One Size;5;3,9;Socks
61525798;3;30W/32L;81;58,32;Pants
62086631;0;32BB;54;42,66;Bra
88566138;8;One Size;11;7,92;Socks
77175050;9;36D;30;22,2;Bra
48437973;5;36DD;58;44,66;Bra
54470290;7;X242S;52;38,48;Top
21785277;8;32A;36;25,56;Bra
11051532;9;X242S;56;39,2;Top
11051532;7;X242S;56;39,2;Top
12935554;2;M;76;61,56;Top
92017888;4;One Size;10;7,6;Socks
41710348;1;30-36;10;8,3;Socks
76406634;6;36D;68;50,32;Bra
17009864;4;30W/32L;54;42,66;Pants
52180121;5;One Size;12;8,88;Socks
58075606;9;32C;39;28,08;Bra
37894232;2;32W/32L;40;31,2;Pants
85939103;5;30-36;10;8,1;Socks
62086631;8;32BB;54;42,66;Bra
62629207;9;S;67;54,27;Top
44499116;3;32W/32L;52;37,44;Pants
77847173;4;3XL;26;21,32;Top
27708443;8;One Size;13;10,14;Socks
14232187;8;XXS;59;51,92;Top
80132719;4;30-36;11;7,7;Socks
67163030;7;36D;41;32,8;Bra
31192834;8;3XL;38;32,68;Top
97330723;8;36C;32;28,16;Bra
67293227;6;3XL;66;56,1;Top
79779732;9;36W/34L;114;91,2;Pants
85880266;8;One Size;12;8,88;Socks
86532013;9;One Size;11;8,47;Socks
70548018;5;36W/34L;62;45,26;Pants
39058448;3;32BB;59;50,74;Bra
37344788;9;3XL;74;65,86;Top
47095460;8;2XL;26;18,2;Top
88656694;7;S;30;24,3;Top
52963278;0;36W/34L;74;55,5;Pants
48914291;9;32W/32L;80;64,8;Pants
98588822;7;30W/32L;75;66,75;Pants
88656694;1;S;30;24,3;Top
94555435;1;36D;53;45,58;Bra
74599895;1;XXS;39;33,54;Top
11051532;1;X242S;56;39,2;Top
50969948;2;32W/32L;117;94,77;Pants
60391442;3;32W/32L;99;86,13;Pants
54484900;8;One Size;7;6,23;Socks
64106892;4;2XS;69;53,82;Top
30359050;1;25-30;14;11,2;Socks
48437973;9;36DD;58;44,66;Bra
97330723;2;36C;32;28,16;Bra
65021000;1;30-36;10;8,6;Socks
48514713;1;36DD;58;41,18;Bra
41513826;2;32B;32;26,88;Bra
85880266;7;One Size;12;8,88;Socks
80132719;1;30-36;11;7,7;Socks
88566138;4;One Size;11;7,92;Socks
65021000;5;30-36;10;8,6;Socks
33981122;7;One Size;14;9,94;Socks
22872546;5;32A;36;31,68;Bra
39964973;0;XXS;24;17,76;Top
52963278;9;36W/34L;74;55,5;Pants
50117798;0;One Size;12;9;Socks
13318013;9;36W/34L;77;57,75;Pants
40527196;0;3XS;25;22;Top
21999501;2;36DD;60;42;Bra
85939103;4;30-36;10;8,1;Socks
50117798;7;One Size;12;9;Socks
33235068;3;36W/34L;115;97,75;Pants
76406634;9;36D;68;50,32;Bra
67409841;9;32W/32L;104;86,32;Pants
23443976;0;32W/32L;53;39,75;Pants
38767555;6;32A;52;40,56;Bra
62100070;5;28W/30L;61;45,75;Pants
99476360;7;25-30;14;11,62;Socks
13531298;1;32A;62;55,18;Bra
71032979;9;32W/32L;50;39,5;Pants
33483439;6;28W/30L;71;53,96;Pants
94449894;3;30W/32L;100;79;Pants
67293227;8;3XL;66;56,1;Top
48437973;6;36DD;58;44,66;Bra
15994553;6;30-36;14;12,46;Socks
82091993;5;30W/32L;66;51,48;Pants
38521515;4;32W/32L;70;53,2;Pants
99538917;2;One Size;6;4,86;Socks
14952238;6;One Size;5;3,75;Socks
74599895;3;XXS;39;33,54;Top
14762865;3;3XL;63;54,81;Top
14952238;2;One Size;5;3,75;Socks
34211310;6;X242S;33;23,43;Top
22379658;2;One Size;14;11,9;Socks
96826174;7;34W/34L;75;64,5;Pants
29689273;6;25-30;14;12,04;Socks
52963278;1;36W/34L;74;55,5;Pants
84143988;9;25-30;9;7,56;Socks
17202106;6;30-36;9;6,48;Socks
39511542;5;36W/34L;107;93,09;Pants
41513826;8;32B;32;26,88;Bra
33483439;0;28W/30L;71;53,96;Pants
46976745;8;36C;35;30,1;Bra
26415011;5;32C;37;27,75;Bra
42840707;8;32W/32L;91;77,35;Pants
82938436;3;28W/30L;113;96,05;Pants
75604316;6;M;47;33,84;Top
52548839;5;36C;37;27,75;Bra
77175050;3;36D;30;22,2;Bra
31192834;4;3XL;38;32,68;Top
48914291;2;32W/32L;80;64,8;Pants
12991599;2;30-36;13;9,62;Socks
88566138;1;One Size;11;7,92;Socks
23313150;5;3XS;24;18,96;Top
80132719;3;30-36;11;7,7;Socks
83832739;3;25-30;14;10,64;Socks
84604333;5;2XL;68;57,12;Top
66141061;1;2XL;43;30,1;Top
62681678;6;2XS;79;68,73;Top
53699722;2;X242S;59;45,43;Top
92176171;9;M;67;59,63;Top
22373913;4;S;70;59,5;Top
23443976;6;32W/32L;53;39,75;Pants
29423508;7;25-30;11;9,35;Socks
14952238;0;One Size;5;3,75;Socks
88656694;5;S;30;24,3;Top
77847173;0;3XL;26;21,32;Top
53683452;0;3XL;59;46,61;Top
70548018;3;36W/34L;62;45,26;Pants
17629964;2;36W/34L;109;88,29;Pants
57993964;1;36W/34L;49;37,73;Pants
54470290;2;X242S;52;38,48;Top
41710348;4;30-36;10;8,3;Socks
83627565;4;32C;30;25,2;Bra
49328405;7;32BB;41;28,7;Bra
88566138;8;One Size;11;7,92;Socks
99538917;3;One Size;6;4,86;Socks
53533721;9;36D;66;46,2;Bra
30540100;5;32B;59;43,07;Bra
64106892;9;2XS;69;53,82;Top
43889246;1;30-36;5;4,1;Socks
37344788;5;3XL;74;65,86;Top
21785277;6;32A;36;25,56;Bra
76863621;0;One Size;6;4,68;Socks
50343411;0;25-30;7;5,25;Socks
22872546;8;32A;36;31,68;Bra
40278562;7;One Size;14;11,2;Socks
37358727;6;One Size;14;12,04;Socks
43290697;1;S;67;47,57;Top
79408685;6;28W/30L;59;41,3;Pants
22379658;1;One Size;14;11,9;Socks
85880266;9;One Size;12;8,88;Socks
79949517;5;32B;32;24,64;Bra
44499116;8;32W/32L;52;37,44;Pants
73695022;6;25-30;8;6;Socks
71851674;2;One Size;14;11,06;Socks
52399792;4;36D;56;49,28;Bra
30815405;4;3XS;59;43,66;Top
74481829;0;36D;35;28,35;Bra
17629964;4;36W/34L;109;88,29;Pants
56874535;5;32W/32L;92;69;Pants
41361032;6;One Size;6;4,38;Socks
89039994;5;30-36;10;7,7;Socks
40535324;3;25-30;8;6,4;Socks
37358727;3;One Size;14;12,04;Socks
39511542;3;36W/34L;107;93,09;Pants
33070185;6;XL;74;58,46;Top
31192834;8;3XL;38;32,68;Top
23313150;5;3XS;24;18,96;Top
79408685;9;28W/30L;59;41,3;Pants
83301427;6;One Size;6;4,44;Socks
42614786;1;3XS;46;39,56;Top
62180424;7;2XS;31;21,7;Top
33170046;3;S;55;42,35;Top
93719171;4;36W/34L;69;51,75;Pants
17760173;3;3XL;45;39,15;Top
30325861;5;L;22;17,38;Top
84604333;8;2XL;68;57,12;Top
50688180;3;32W/32L;98;86,24;Pants
83301427;9;One Size;6;4,44;Socks
29689273;0;25-30;14;12,04;Socks
62363367;4;One Size;11;7,81;Socks
62086631;7;32BB;54;42,66;Bra
52548839;3;36C;37;27,75;Bra
48781089;1;32B;48;34,56;Bra
84604333;3;2XL;68;57,12;Top
75560589;2;30W/32L;51;41,82;Pants
48208751;7;25-30;10;8,9;Socks
71365318;9;One Size;13;10,92;Socks
76268236;0;One Size;5;3,8;Socks
82938436;9;28W/30L;113;96,05;Pants
88040299;0;One Size;8;5,68;Socks
62100070;1;28W/30L;61;45,75;Pants
60391442;9;32W/32L;99;86,13;Pants
62629207;3;S;67;54,27;Top
59221648;4;32B;52;40,56;Bra
41138920;0;32B;47;38,07;Bra
50643309;0;2XL;74;52,54;Top
14232187;9;XXS;59;51,92;Top
68977565;4;S;40;28;Top
40535324;4;25-30;8;6,4;Socks
88745694;4;36DD;56;48,72;Bra
73398529;9;2XS;34;24,48;Top
11166778;8;M;40;30,8;Top
22379658;3;One Size;14;11,9;Socks
48781089;5;32B;48;34,56;Bra
26526512;1;25-30;11;9,79;Socks
